Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,32.92604446411133,35.838985443646266,27.214717199262925,29.391240852116532,855215656
2007-10-08,31.24046516418457,34.038851203061945,31.044086339847897,34.038851203061945,126671715
2007-10-09,33.367897033691406,33.662463087865255,29.571255559772162,31.25683217349766,116725709
2007-10-10,33.6788215637207,34.366145177550656,33.38425556900597,34.235225231305016,67931378
2007-10-11,37.4427375793457,39.27559935615217,33.384260784502565,39.27559935615217,106320954
2007-10-12,37.1972541809082,38.588264267213994,36.32991936788374,36.65721585877922,99410791
2007-10-15,37.688201904296875,38.195514168938466,37.36090538746093,37.96640483145605,41814972
2007-10-16,41.53394317626953,42.18854076264708,37.47546655188963,37.737302035045545,138614496
2007-10-17,44.77418899536133,45.821535512009376,34.72617880254788,37.31182342292702,204876259
2007-10-18,43.203155517578125,48.91448236033723,41.353930810647626,45.494231475711715,146617799
2007-10-19,43.05587387084961,44.80691134903788,40.9120787462335,42.22126498200137,110266491
2007-10-22,42.48310470581055,43.80865398799672,41.075726845005164,42.18853869190736,72253405
2007-10-23,45.51060104370117,45.91972176917462,43.53045406886327,43.53045406886327,74594921
2007-10-24,44.806907653808594,46.967065652525925,44.299595365740416,46.4761164153579,63055170
2007-10-25,44.70872116088867,45.75607195900618,39.48833910156663,43.28498019568777,34522489
2007-10-26,46.05064392089844,46.78706129723178,44.26687561141546,45.49423790530437,62370025
2007-10-29,46.983428955078125,48.11260377205033,46.57430828794955,46.803417637238894,43657697
2007-10-30,48.0307731628418,49.32359163311692,46.214274982155565,47.6216525508732,79921711
2007-10-31,49.02902603149414,50.109107118372435,48.11259762981812,48.276245875777605,44655368
2007-11-01,47.93258285522461,50.616415918381925,47.539829720605425,50.24002583298913,50632492
2007-11-02,48.7999267578125,49.09449721257653,45.82152718034314,46.197921774931906,32001693
2007-11-05,49.79817199707031,50.894616095895444,48.47261858592616,48.76718897011995,38833135
2007-11-06,50.452789306640625,53.64393153530338,49.76546547723353,50.66553123403585,81880281
2007-11-07,49.716365814208984,52.10562921102987,48.60355826554232,51.38557935683109,33593141
2007-11-08,48.86539840698242,50.19095242219051,47.78532130354885,48.439914563628506,27990521
2007-11-12,50.04364776611328,50.92735010039666,46.099722239247654,47.39254520250611,35153735
2007-11-13,51.238285064697266,52.269268281584395,49.27450581758142,50.89462547214938,43830531
2007-11-14,50.567325592041016,52.85840122906484,50.30548571283526,52.138347110302945,36738579
2007-11-15,51.418312072753906,52.318377757888996,50.45278528936577,51.51649928088906,29242252
2007-11-16,51.058284759521484,52.22018595573621,50.46914819472344,51.189202516395135,18895294
2007-11-19,52.907493591308594,54.82217907423517,51.82741687747465,52.220170028303784,40716718
2007-11-20,52.089256286621094,54.16759018414804,51.45102626385718,52.694755767840604,26342171
2007-11-21,48.0307731628418,52.71111118806547,46.86886796130533,52.40018218651499,26814499
2007-11-22,46.377925872802734,49.45451660172024,44.36505323493144,47.523463651667726,34096185
2007-11-23,49.45450973510742,49.74907566378164,46.67248536203962,49.42177920097865,27664090
2007-11-26,49.8472785949707,51.28738259899931,49.45452537891406,51.28738259899931,20159123
2007-11-27,48.61991500854492,50.69824903010182,48.1126071216837,50.69824903010182,20573198
2007-11-28,47.89985275268555,49.91272978796139,47.572556251241394,49.68362046125332,16435311
2007-11-29,46.60703659057617,49.35632645377979,46.00153714446008,49.09449101509112,25530967
2007-11-30,48.40718460083008,48.70175068359541,46.803431982001335,47.458025250033046,18437721
2007-12-03,49.09449768066406,49.69999720898898,48.61991588945822,48.99630604839196,16851227
2007-12-04,48.45626449584961,49.830911745414134,48.09623741246429,49.42179106866796,14008727
2007-12-05,50.387306213378906,50.567321949724594,48.439894725724756,48.53808189882761,27725290
2007-12-06,49.45450973510742,52.25289271637603,48.81627985694464,51.48374514094053,24104710
2007-12-07,49.24176788330078,50.46912972849316,48.35807001830794,49.76544315843142,11742386
2007-12-10,49.290870666503906,49.896365683852444,48.65264066969902,49.716354371545016,8330010
2007-12-11,49.061767578125,50.010926729835305,48.816295154101105,49.732723761426136,11685950
2007-12-12,49.02902603149414,49.470877183433316,48.11259762981812,48.43989412173709,16342131
2007-12-13,48.2108039855957,49.74909988542612,48.03079261910779,49.09450664111438,14620172
2007-12-14,47.736209869384766,48.48899457089456,47.49073746570093,48.04714335641498,10991851
2007-12-17,44.85599136352539,48.276241144582606,44.18503095730165,48.01440131316273,19355678
2007-12-18,44.65962219238281,46.14881962884237,43.268611939269256,44.34868871304835,21607783
2007-12-19,43.84138488769531,46.492487912844794,43.46499473135938,46.09973026495461,19526912
2007-12-20,43.3995475769043,44.77419534660215,43.203168689912445,44.41416812699127,17105204
2007-12-24,44.7250862121582,45.42877291034603,43.694098523081884,44.05412561773999,16711519
2007-12-26,46.0833625793457,46.6397684513742,44.97055527453196,44.97055527453196,20930094
2007-12-27,46.41066360473633,47.6871192968914,46.01790595826845,47.03252617894073,44565277
2007-12-28,46.770687103271484,46.967065911372316,45.82152360399135,46.31246840462176,18354518
2007-12-31,47.114349365234375,47.39255232258217,46.54158039861863,47.13071685639813,11982308
2008-01-01,47.98167037963867,48.42352148459465,46.91795689400945,47.35980799896544,16687746
2008-01-02,47.719844818115234,48.341707326868494,47.01615817823015,47.9816802620398,13437280
2008-01-03,49.683631896972656,49.88001073088839,46.852517395689574,47.42528640505151,31815218
2008-01-04,49.42180252075195,51.05828560694462,49.09450590351342,50.40369237246756,28011310
2008-01-07,49.012672424316406,50.14184287541276,48.48899704851752,49.11085961510961,15858063
2008-01-08,47.34346389770508,49.749094708046044,46.77069486854028,49.06177098519947,13282666
2008-01-09,46.590667724609375,47.60528778822652,46.476113058851425,47.39254594567203,13113527
2008-01-10,45.47785568237305,48.11259495964248,45.16692225660924,46.80340906462439,18023003
2008-01-11,46.16518783569336,46.60703904609745,44.34868940164172,46.09972675295076,11629440
2008-01-14,46.86886978149414,47.35981453492268,45.5105901848571,46.247007314999905,10264240
2008-01-15,45.44513702392578,47.81803707878732,45.068746868589585,47.62166269460753,11558334
2008-01-16,44.51233673095703,45.49422631593799,43.383166371774884,45.11783619621062,14834065
2008-01-17,45.70697784423828,46.7215980860756,43.7268309575853,44.675990110564555,16169395
2008-01-18,43.579551696777344,45.37968287190253,43.20315708149238,45.33058483391306,13254156
2008-01-21,36.16626739501953,43.20314122402859,31.50229066082261,43.20314122402859,33202389
2008-01-22,32.533287048339844,34.366148728171765,25.840070416203837,32.598745918414856,58755707
2008-01-23,36.16626739501953,37.557277337963185,33.05695105196902,33.05695105196902,28425991
2008-01-24,36.248104095458984,38.81738306414951,34.52979709871768,38.113696324761364,29911930
2008-01-25,38.11369705200195,38.2937083936835,36.57540136415549,37.96641181663055,12550722
2008-01-28,38.522823333740234,38.81738940775706,34.52980274164012,37.5900270666498,13601109
2008-01-29,37.884578704833984,39.17740165387088,37.31180983056954,38.62099582888827,7679877
2008-01-30,35.789878845214844,38.13004772338374,35.31529718689894,37.966399487997904,9016102
2008-01-31,33.44972610473633,36.26447818596564,33.05697056818914,36.166288746923236,41538563
2008-02-01,34.61162185668945,34.857094289158965,33.7115562709679,34.02248757483822,9089201
2008-02-04,36.39539337158203,36.820879430777374,35.26622045190299,35.26622045190299,12009385
2008-02-05,37.52455520629883,38.015500001968185,35.67533069712626,36.46084148234856,14593303
2008-02-06,37.1972541809082,37.63910533146566,35.11892279549474,36.49356761333148,12429218
2008-02-07,35.446224212646484,37.950044047746374,35.217117081103005,36.6899514948247,11300078
2008-02-08,34.529788970947266,35.9698926556753,33.89155903240369,35.675326699133194,13514197
