Price,Date,Close,High,Low,Open,Volume
Ticker,,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
0,2002-02-01,18.73190689086914,18.831899977751675,18.636081043497153,18.831899977751675,136680
1,2002-02-04,18.761075973510742,18.990226524685866,18.66525010180869,18.83190475914758,402320
2,2002-02-05,18.55692481994629,18.91106396357247,18.331941519852784,18.665249229619164,2196750
3,2002-02-06,18.765247344970703,19.077723704265715,18.511099651783514,18.544429636986433,1709750
4,2002-02-07,18.886066436767578,19.331865786149628,18.69858035774324,18.75690900692048,667290
5,2002-02-08,18.752742767333984,18.998557508652812,18.331942069145775,18.977726074168825,1624880
6,2002-02-11,19.06105613708496,19.165214913790344,18.836072797960504,18.91106724433532,300730
7,2002-02-12,19.240205764770508,19.498519037714853,19.131879767211053,19.22353998217113,416370
8,2002-02-13,19.156877517700195,19.331865047885817,18.919395689784043,19.290200593395703,312740
9,2002-02-14,19.027721405029297,19.33186638110494,18.91939699455728,19.040221536906614,540110
10,2002-02-15,19.461023330688477,19.748502540143285,19.0818854885022,19.165212818624415,1977900
11,2002-02-18,20.702594757080078,21.24005434509604,19.915154778484695,20.390118474187524,2988460
12,2002-02-19,19.598512649536133,20.815086202616293,19.581846866506844,20.706761791599018,982780
13,2002-02-20,19.690168380737305,20.415113942492994,19.45685380999834,19.581843985656544,451990
14,2002-02-21,19.719337463378906,20.206799703657758,19.581847135503395,20.069309375782243,339290
15,2002-02-22,20.57343864440918,20.69842883808133,19.831827195192876,19.835994435605986,1196420
16,2002-02-25,20.21096420288086,21.24838610619737,20.002646692035785,21.24838610619737,891320
17,2002-02-26,19.68183708190918,20.48177547767708,19.506849564499756,20.098472060372373,1076780
18,2002-02-27,19.74016571044922,20.077639025587242,19.42352223701585,19.6651712872327,897960
19,2002-02-28,19.465190887451172,20.40678544191512,19.081885798398627,19.923488826561325,1707600
20,2002-03-01,19.706836700439453,19.915154216489206,19.2485388008646,19.331866125151805,585190
21,2002-03-04,19.68183708190918,20.06097484873723,19.248536322866745,20.06097484873723,580750
22,2002-03-05,19.752666473388672,19.99014831051234,19.506851745043907,19.506851745043907,1567030
23,2002-03-06,19.594350814819336,20.081814772220483,19.50269216154447,19.665179617565855,442400
24,2002-03-07,19.719337463378906,19.998482180939636,19.606845810390734,19.640175787570616,659580
25,2002-03-08,19.536014556884766,19.873489473192897,19.273534066422886,19.777663615575214,1024270
26,2002-03-11,19.394359588623047,19.740167413209953,19.298533726099752,19.423523912463335,261140
27,2002-03-12,19.227706909179688,19.415191397689924,19.090216588979935,19.090216588979935,768300
28,2002-03-13,19.56101417541504,19.581845608194765,19.09854905675746,19.102714707578826,866550
29,2002-03-14,19.56934928894043,19.661007921448444,19.352698866885493,19.656842270153973,406950
30,2002-03-15,19.577682495117188,19.665175477735126,19.46102359562329,19.577682495117188,335430
31,2002-03-18,19.940155029296875,19.99848368575312,19.3401995015488,19.831829019303832,426940
32,2002-03-19,19.61517333984375,19.915149409804886,19.50684736761479,19.831822105629406,359710
33,2002-03-20,19.58600616455078,19.748495112375537,19.34019150728075,19.34019150728075,331540
34,2002-03-21,19.481855392456055,19.731837390862566,19.37769662378751,19.531852745739364,220720
35,2002-03-22,19.481855392456055,19.748503175290335,19.36936532091031,19.665175842488164,455570
36,2002-03-25,19.481855392456055,19.481855392456055,19.481855392456055,19.481855392456055,0
37,2002-03-26,19.194374084472656,19.486018898717916,19.11521400761687,19.38186015001149,340250
38,2002-03-27,19.873493194580078,20.115140709183574,19.044388704398603,19.044388704398603,428270
39,2002-03-28,19.715171813964844,19.915156461193167,19.623511587983938,19.756834686136152,625030
40,2002-03-29,19.715171813964844,19.715171813964844,19.715171813964844,19.715171813964844,0
41,2002-04-01,19.4693603515625,20.1234774093371,19.186048322666082,20.1234774093371,835090
42,2002-04-02,19.56934928894043,19.706838032370765,19.436026196804566,19.648509378228404,1123070
43,2002-04-03,19.036056518554688,19.490188826139544,18.698583115868516,19.419361624358846,1283570
44,2002-04-04,18.756906509399414,19.33186321207188,18.719409298587376,19.040218415682293,659120
45,2002-04-05,18.736080169677734,19.89432519050582,18.67775151241829,19.89432519050582,500420
46,2002-04-08,18.756906509399414,19.040218415682293,18.706910758095457,19.040218415682293,238280
47,2002-04-09,18.83606719970703,18.99855458878078,18.769405666001482,18.87356441174992,220230
48,2002-04-10,18.91106414794922,19.165211775791605,18.72774530312454,19.061053016140566,161440
49,2002-04-11,18.66108512878418,18.873568314743856,18.56525925359949,18.848571227770165,2012940
50,2002-04-12,18.598587036132812,18.665248575750848,18.531925496514777,18.665248575750848,352850
51,2002-04-15,18.456928253173828,19.081880687859194,18.381933833864686,18.915227658878166,2815170
52,2002-04-16,18.66108512878418,19.165213181017982,18.340275934816304,18.74857811186542,775200
53,2002-04-17,18.752742767333984,18.994391857490644,18.6069211366095,18.994391857490644,301500
54,2002-04-18,18.936059951782227,19.08188155745299,18.64024950065793,18.74857389496531,1019510
55,2002-04-19,18.869401931762695,19.33186709488537,18.681915840045853,19.148546654390415,801040
56,2002-04-22,18.477760314941406,19.031885588857747,18.311107280261997,18.581919057617146,1423060
57,2002-04-23,18.727745056152344,19.081884198561056,18.623586297874898,18.665249165451268,579490
58,2002-04-24,18.744413375854492,18.89856791395472,18.66525169167423,18.89856791395472,261100
59,2002-04-25,18.523591995239258,18.715243716661153,18.352771706261237,18.5902535326615,1264990
60,2002-04-26,18.686084747314453,18.748580651888833,18.51109875744519,18.6610876569542,764800
61,2002-04-29,18.31527328491211,18.552755095659226,18.2152817800377,18.431932159714005,1647890
62,2002-04-30,18.298612594604492,18.415271501858406,18.206953954528192,18.415271501858406,763410
63,2002-05-01,18.298612594604492,18.298612594604492,18.298612594604492,18.298612594604492,0
64,2002-05-02,18.190282821655273,18.415266088071327,18.048626867541792,18.3694359868381,1154110
65,2002-05-03,18.04029655456543,18.331941394619868,17.965302121713247,18.248614070413385,1309480
66,2002-05-06,18.140289306640625,18.17778652233324,18.040296201681493,18.081960657638,682950
67,2002-05-07,18.57440757751465,18.65870291929763,18.2540872080992,18.608126357347807,657210
68,2002-05-08,18.641845703125,18.721925402866624,18.460611259888594,18.713497314725487,965660
69,2002-05-09,18.70506477355957,18.772500723031715,18.58705065613342,18.71349446821857,1138700
70,2002-05-10,18.700851440429688,18.793576485372743,18.544906089407323,18.565979524767094,738780
71,2002-05-13,18.49432945251465,18.713496716581282,18.131860577627524,18.131860577627524,210430
72,2002-05-14,18.5701904296875,18.709276353749484,18.443746634249784,18.4606060213481,221870
73,2002-05-15,18.700851440429688,18.797790529324672,18.62920143864646,18.713496787885596,1055450
74,2002-05-16,18.254087448120117,18.7556422462339,17.81153729989038,17.81153729989038,1593000
75,2002-05-17,18.464826583862305,18.637631328088816,18.21194053351614,18.637631328088816,919960
76,2002-05-20,18.283594131469727,18.41846606319636,16.90537007182544,16.90537007182544,271630
77,2002-05-21,18.84836769104004,19.489010059922972,17.87054555111345,17.87054555111345,757710
78,2002-05-22,18.40581703186035,18.544904588014425,18.22036856478818,18.46060924559983,716930
79,2002-05-23,18.05599594116211,18.45218201324666,17.967486543324096,18.12343190253395,475950
80,2002-05-24,18.376314163208008,18.502757982519032,18.089710959622934,18.207725083793225,537290
81,2002-05-27,18.528047561645508,19.38785726992281,18.08971301141,19.38785726992281,206280
82,2002-05-28,18.726139068603516,18.87365471242914,18.46060930191746,18.52804525449488,351320
83,2002-05-29,18.662919998168945,18.83994040548338,18.50276059131324,18.59126999107037,905850
84,2002-05-30,18.755643844604492,18.966381415892183,18.439537487672954,18.46061092324171,1394730
85,2002-05-31,19.337270736694336,19.577511324358774,18.67133955839691,18.79778171909409,1766170
86,2002-06-03,19.257198333740234,19.809331339237637,19.050676418018334,19.47215155289573,524250
87,2002-06-04,18.953739166259766,19.510086269575446,18.646062480926112,19.050678263737478,381060
88,2002-06-05,18.83150863647461,18.970594591098795,18.388960078597655,18.970594591098795,1266100
89,2002-06-06,18.730350494384766,18.966377099317498,18.376311390885515,18.553331746534994,1351200
90,2002-06-07,18.304668426513672,18.797793648518788,18.224588715738573,18.797793648518788,1085350
91,2002-06-10,18.53647232055664,18.671344206582905,18.435319209936793,18.671344206582905,641290
92,2002-06-11,18.599700927734375,19.05067926072329,18.431110205506624,18.96638389960941,368090
93,2002-06-12,18.53647232055664,18.780928618854063,18.43110355911114,18.780928618854063,637800
94,2002-06-13,18.53647232055664,18.62076765127298,18.422673865259533,18.473252028369163,816730
95,2002-06-14,18.532258987426758,18.6081246271976,18.460607390843286,18.544902724788642,395060
96,2002-06-17,18.460609436035156,18.544904779319324,18.426892263401456,18.544904779319324,1439530
97,2002-06-18,18.42267608642578,18.629199591190748,18.380529219885943,18.57862302978296,386600
98,2002-06-19,18.435319900512695,18.540688665905247,18.376312041341066,18.376312041341066,332520
99,2002-06-20,18.410032272338867,18.692419814154647,18.237227547756103,18.46060883353873,463630
100,2002-06-21,18.50275993347168,18.68820842272183,18.292022356132822,18.422678625090835,222110
101,2002-06-24,18.08970832824707,18.376311490142104,18.005414604701237,18.376311490142104,1199950
102,2002-06-25,17.980127334594727,18.32995243219644,17.954838250303077,18.12342892998099,695650
103,2002-06-26,18.068641662597656,18.123433889657452,17.99699164919665,18.123433889657452,136920
104,2002-06-27,17.4111385345459,18.123430939160706,17.347916620707874,18.043351241725922,1166000
105,2002-06-28,16.989662170410156,17.727243608894497,16.837930874388245,17.69774047997912,2027720
106,2002-07-01,17.853683471679688,17.988555359784183,16.859002091059235,16.859002091059235,1737470
107,2002-07-02,17.672452926635742,17.95484050153296,17.546010704923553,17.95484050153296,911400
108,2002-07-03,17.68931007385254,17.701953812079495,17.533363132654024,17.701953812079495,382260
109,2002-07-04,18.321523666381836,18.41424709788612,17.562867177165227,17.727243821695467,1154400
110,2002-07-05,17.98855972290039,18.414248921518457,17.78625184167397,18.414248921518457,466380
111,2002-07-08,17.67666244506836,18.207721891217865,17.600796809904146,17.84946714565359,663400
112,2002-07-09,17.67666244506836,17.996984373050527,17.533360868402585,17.89582965689835,868580
113,2002-07-10,17.72724151611328,17.786247766978082,17.588153975246463,17.701952433828474,1282220
114,2002-07-11,17.714599609375,17.786251219189253,17.575513649312132,17.786251219189253,491480
115,2002-07-12,17.697742462158203,17.78625185881755,17.621876805650157,17.78625185881755,184840
116,2002-07-15,17.7061710357666,17.782036694354332,17.634521029211616,17.65981011800758,338780
117,2002-07-16,17.760963439941406,17.870547884715517,17.411139884239855,17.718816565982245,647180
118,2002-07-17,17.693519592285156,17.73988209766014,17.50807117858469,17.723022712469334,754790
119,2002-07-18,17.760963439941406,18.005419810745053,17.63452121026374,17.92533849930239,366520
120,2002-07-19,18.05177879333496,18.119214743112497,17.617658359329702,17.63873179217271,961700
121,2002-07-22,18.110782623291016,18.460606063481414,17.807320086027325,18.460606063481414,2173830
122,2002-07-23,18.106571197509766,18.469040066529377,17.963269589008988,18.292021283687255,1122410
123,2002-07-24,17.790464401245117,18.161362956443636,17.617659666629894,18.161362956443636,404710
124,2002-07-25,17.933761596679688,17.954835025905012,17.727239739352104,17.954835025905012,343610
125,2002-07-26,17.786251068115234,18.034921462770072,17.642949457503974,17.86211672125061,737140
126,2002-07-29,17.89583396911621,18.0812840587817,17.65980892088749,17.65980892088749,447790
127,2002-07-30,17.714599609375,17.912693439555515,17.6724527385196,17.883190308396724,454390
128,2002-07-31,17.933761596679688,18.03913035060589,17.64294441465122,17.701950659601962,567050
129,2002-08-01,17.773605346679688,18.03913512706542,17.49121778312979,18.034921083224386,501230
130,2002-08-02,17.70195770263672,17.73989053345438,17.56287012037189,17.70195770263672,189240
131,2002-08-05,17.70195770263672,17.946414080750575,17.66823891622092,17.946414080750575,220370
132,2002-08-06,17.77781867980957,17.849468670362995,17.638731134194366,17.7103827325476,259550
133,2002-08-07,17.723031997680664,17.78625392136883,17.693528862039603,17.710388256063155,327940
134,2002-08-08,17.651378631591797,17.760961456327085,17.575512980698136,17.63030519696578,378120
135,2002-08-09,17.70195770263672,17.718817095844617,17.541796682762133,17.541796682762133,770510
136,2002-08-12,17.68509864807129,17.744104917628587,17.59658924373534,17.600803288217893,504220
137,2002-08-13,17.82839584350586,18.12342872571704,17.621873951417935,17.701953639072457,320290
138,2002-08-14,17.558656692504883,17.93376936165067,17.478576983655874,17.710388021103242,234870
139,2002-08-15,17.558656692504883,17.558656692504883,17.558656692504883,17.558656692504883,0
140,2002-08-16,17.72724151611328,17.85368371193782,17.55443680666647,17.634516488868737,682720
